comments,star
把索尼克换成皮卡丘也一样吧 皮卡丘至少还是被死侍附体 索尼克就更惨了 简直土出新天际 怎么看都像是十几年前的片子 有种重回X战绩三部曲时代的错觉 在闪电侠和快银之后再看索尼克 就连两场动作戏都变得毫无新意 这部电影唯一的优点是吉姆 凯瑞中间被小贱贱附体跳了一段娘到爆的热舞吗 情不自禁地各种联想 格格巫快去抓蓝精灵 和中东帅哥小助理来个男男版番外 不得不恭喜橡皮脸怪蜀黍成功抢了蓝刺猬的戏 我已经主动靠墙了 请来壁咚我 ,2
虽然是爆米花 但故事也过于低幼套路了 无聊的笑话 浮夸的反派人设 全程打酱油的男警察 至于特效 也是照搬快银与闪电侠的设计 同样的效果第三次用就只剩下拙劣的模仿了 ,2
刺猬索尼克 我的青春 金 凯瑞 我的青春 世嘉 我的青春 从头到尾都是现成的俗套 每个剧情转折全在别的电影里看过 却署名了包括日本版权方多达八位编剧 也不知大家都在忙什么 反派这个造型其实最适合萨查 拜伦 科恩来演 可回到九十年代表演模式的金 凯瑞还是那个喜剧之王 演得太逗了 只可惜这是部全年龄电影 要是他表演里的咸湿内容再能回来 就能召唤巅峰金 凯瑞了 旧金山街头大战那场戏不禁想 就算是这么一部真人卡通片 里面的暴力场面还是好莱坞最一贯的 美国价值观的敌对者对美国的破坏从来不是暗中开展 而是当众进行 大多数动作片的决战都发生在大城市闹市区的白天 片中路人对主角的围观再扩大一层就是观众对电影的围观 属于在故事里投射观看行为 詹姆斯 麦斯登这气质当不了主角 ,3
知名游戏角色跃上大银幕已非新鲜事  不过最大的问题依然在如何扩展观众群  毕竟游戏角色过去辉煌的知名度  能否转化成票房数字就成了关键  当然也跟虚拟人物能否藉由跨媒体平台  依然吸睛甚至转化成实际买票进场有关  这部电影将索尼克打造成外星来的刺猬  从开始就给了影片一个终极主题  速度很快所以索尼克始终都是孤单的  加上来自外星所以只能独自生活  虽然常观察小镇人民却只能幻想是朋友  利用这样 孤单 的情境延伸到整部影片  也在热闹追逐与特效的铺垫下蔓延主题  索尼克的特异能力与漫威 快银 类似  影片利用这个点作桥段吸引力略显不够  多少影响影片的商业卖点与减少惊喜  置入 孤单 与 朋友 元素算是丰富了内容  金凯瑞走出抑郁症重返大银幕  再次展现许久未见的夸张肢体动作表情 ,4
如果你愿意一层一层一层地剥开它的刺 ,3
片头的世嘉logo馋哭了 那么多游戏不拿出来拍 水平和二三十年前那些喜剧差不多 笑点太低幼 玩过索尼克的都不在这个年龄段了 也就金凯瑞的肢体语言和双环语有点意思 动作戏还是子弹时间反复用 续集多安排点配角 把暗影什么的整上,3
穿Puma的索尼克,3
传奇Sonic的符号形象 真人动画难免要和大侦探皮卡丘对比一下 过于偏儿童向情节 想逗笑观众的是Jim Carrey的肢体表情秀 但让人还有所感触的是回看童年时咩有朋友的那份 孤独 ,2
很多流行梗 笑点非常接地气 去年刚买了Oliver Garden的Never ending pasta pass 出来的时候简直笑崩了 ,4
比料想的有趣 希望后续能玩出更酷炫的特技,3
爆爆爆 爽爽爽 萌萌哒       片名 刺猬索尼克  类型 动画  导演 福勒  主演 金 凯瑞  配乐 琼基  首刷地点 昌平 龙泉影院  观看性质 自费  放映环境 激光 单机放映  音响效果 4  均5 满分   画质 4   2D效果 4   亮度 4   观众素质 很好  美国IMDB评分十分制 6 5  中国豆瓣评分十分制 6 1  个人评分十分制 7 0  北美上映时间 2020 2 14  中国上映时间 2020 7 31  官方投资成本 8500万美元  北美首周票房 5800万美元  经典台词  我要用我的超能力 来保护我的朋友们 ,3
满满的童年回忆 音速小子的形象还原的非常棒 彩蛋说明还有续集 期待咯 ,3
3 5 比預期中好 雖然仍然是荷里活套路的東西 ,4
比预期好看 游戏改编电影这么多 也就这部能让人发自内心乐一乐了 金 凯瑞饰演的的 颜艺 反派功不可没 ,3
改造型后 好歹算一部有萌点的儿童片了 因此看到布置好的阁楼 也觉得温馨 哪怕根本不觉得他们搬得过来 关于游戏的记忆有些模糊了 不过看着红白机场景和索尼克 可利姆 会有亲切的感觉 金 凯瑞应该演得挺开心  两星半 ,3
  ,2
 He s just a silly little alien  He didn t belong here    That little alien knew more about being human than you ever will  His name was Sonic  This was his home  ,2
ET go home fast ,3
改编自经典游戏 但剧本真的无力吐槽 奈何索尼克可爱啊 完全cover住所有槽点 而且视效精彩 整部电影几乎没有消停下来 各种公路飙车 激光炮弹 追逃的故事线贯穿始终 从旧金山高楼到北京长城 从埃及金字塔到外星蘑菇岛 反派金 凯瑞又一次笑里藏刀式的癫狂 阴魂不散毁人不倦 刺猬索尼克风趣又童真 拥有闪电侠瞬间移动的神技 又有快银慢工细活的潇洒 还有奇异博士空间穿越的外挂辅助 以一个虚拟的动画角色完成最亮眼的集成炫示 并且注入人性的光辉 达成与人交互的心愿清单 升华了经典角色的效应 过程中也收获了成长 好莱坞在揣摩角色厚度的必经之路 一次稳步保守的游戏改编 遵从原作 还留有后续开发的伏笔 和重要角色登场的预告 可轻松食用的爆米花良品 北美票房也不错 续集也可以无限期待起来了     ,4
比隔壁 大侦探皮卡丘 还烂,2
虽然小时候也玩过 刺猬索尼克 的相关游戏 但它于我的童年情怀还是有限 再加上模式化的故事于我比较缺乏惊喜 观感反而不如去年的 大侦探皮卡丘  索尼克的超级速度 联想到闪电侠 快银  篱笆墙外 里的阿宝等角色 在片中也算是BUG一般的存在 台词中偶尔讲到的电影梗算有些趣味 然后 继 僵尸肖恩  波西米亚狂想曲  雷霆沙赞  后又看到一部电影使用 Queen 的 Don t Stop Me Now 这首我喜爱有加的歌曲 ,3
比预想的要好很多哇 剧情很简单 很适合合家欢也没有什么想吐槽的 看完会给人简单的开心,4
好吧 感谢你们重新设计了索尼克 但是 没人觉得金凯瑞这反派角色立不起来么 本来没事的被叫来给政府办事结果政府看不起民众翻白眼的 虽然过激了点 但也称不上是个坏人吧 末了还把人家发配到外星球 是不是太狠了点 你们花了那么多钱重制CG 就不能找个靠谱点的编剧来润色润色剧本么 看到最后 觉得出彩的就只有金凯瑞那段舞 ,2
金凯瑞六星 刺猬五星 喜剧四星 打架三星 剧情二星 平均四星,4
想把索尼克塑造成充满好奇又孤独 偏偏更像是话痨又多动症的孩子 性格实在不讨喜啊 时间静止的镜头看着好像是X战警的快银 对此只能说你生不逢时 搬上大银幕太晚了 观众已经不稀奇了 最后可怜一下金凯瑞难得接了一部大制作 但这部电影却并不足以让他翻身,3
故事很低龄 除了金凯瑞外 其他角色都演的很心不在焉的赶脚 高速噱头如果在快银和闪电侠这些美漫宇宙人物都还未开启前上映的话 新鲜感会好很多 不管再怎么无聊 但起码要给三星 MD情结啊 想当年曾经多想能永远活在索尼克的世界里啊 当年第一次看到MD画面的震撼是永远无法磨灭的 能看到世嘉的片头与MD风的片尾字幕 已经很激动了 结尾彩蛋 小时候最喜欢用的双尾狐狸塔尔斯终于要登场啦  ,3
6 2分 游戏改编的电影最大通病就是很难还原游戏中的互动性和体验性 这部也没有免俗 影片定位就是儿童向的 嗨点不多 确实整体来看不如 大侦探皮卡丘  不过索尼克造型挺讨喜 符合游戏原型 金凯瑞饰演的蛋头博士十分抢戏 话说多久没看到金凯瑞参演的新电影了 ,3
金 凯瑞全程一副 你在教我做事  的表情真是绝了,3
这是找Tony老师把皮卡丘的毛染蓝了顺便做个锡纸烫然后重拍了一遍 精灵宝可梦  还聘请快银老师担任了下武术指导 ,1
 每一个光头超级反派都有着浓密的过去 他们遇上主人公 宿敌  就像少女意图忘掉旧爱 第一件事是剪头             手掌粘上了炸弹为什么不怕手套脱了呢 果然卡通人物的手套是身体的一部分 ,3
隔壁座的小朋友们看的可开心了 最后塔尔斯登场的时候 他们都开始喊 续集续集 了 ,4
特效可以噢 好可爱,4
过于低幼,2
金凯瑞贡献了一段骚死的舞蹈,3
过于单调和老套了  大侦探皮卡丘 还有赏心悦目的神奇宝贝世界背景做调剂 这一部活像奇幻版的 上海正午  动作场面也不新奇 尤其是观众经过闪电侠和快银的视觉洗礼 那点子弹时间完全不够看 金凯瑞很大程度上拯救了观众摇摇欲坠的眼皮 本片出色的票房成绩倒是比现在没人记得的快银待遇好 请续集拨多点预算把场面拍大点吧 ,2
游戏改编电影现在陷入两种窘境 一种是过硬的剧情类游戏编剧瞎改糟蹋了原本的游戏剧情 另一种就是根本没有剧情的游戏程式化拍摄 唉  ,2
组装分离杀人机械 旧金山子弹时间 红白机超音鼠情结走一波 还成 PS 飞天鼠原来也是公的啊,4
相当低龄化 对于金凯瑞的消费也是令人心痛 ,2
蛮低幼 套路的 近些年的萌系游改还是 大侦探皮卡丘 更好一些,2
粉丝向 彩蛋爆灯 大侦探皮卡丘的水平 故事很流水 但细节不粗糙,2
6 5 10 分 初看 蓝光 剧情很低龄化 比较适合儿童看   从来没有玩过索尼克这个游戏   玩过好多其他的 比如开头那个 壮男和矮人原始人 打两拳走上去抱起扔出去的那个游戏 哈哈   追杀的时候 美国街道 金字塔都被打爆了 到了长城那里楞是没开一炮 厉害了 我的国 哈哈   ,3
世嘉克制索尼 松下也怕了索尼克,2
久违的贱兮兮的金凯利 好多电影梗,3
老实说 真的很老套啊 也就追逐戏部分还可以看看 唯一一个好笑的笑话居然是女主角的老妈的吐槽 看片尾还会有续集 ,3
再次展现了一件有趣事物被好莱坞骑劫之下场 ,2
影20125 山洞里不跑非要出来浪 小朋友片 ,3
金凯瑞演的挺不错的 ,3
剧本不过关 CG一般般 笑点有点冷 彩蛋没人等   大部分时间在思考 Stay here and be just you seless 和 mushroom planet  at least you are not the only fun guy  fungi  的梗怎么翻译,2
最后回到家发现东西都在很触动我 也许更多的来自于孤独感吧  制作方面不输皮卡丘 但是知名度相对太低了 剧情上bug太多 攻击力速度都是不固定的 最后的大战也太快了  捕捉sonic 是基于快速移动这个能力是可获得的 博士这里有研究的因素可以理解 但别人没必要抓了吧 ,3
轻松愉快 有点动人 挺好看的 ,4
如此没内容的  ,2
还可,3
视效将将及格吧 但是故事实在是编的连十岁以上的孩子都唬不住 而且 索尼克太像一个大号毛绒玩具了 如果不是童年对那款游戏有极深的情怀 还是不建议浪费票钱了,2
很简单直接的爆米花 看的还算轻松愉快 ,3
看得很开心 非常多会心一笑的点 还有几幕很动人 隐约有 Pixar 的神采 ,4
金凯瑞还是香的 这破剧情就算了吧,3
 刺猬索尼克  真没想到它竟会如此平庸 按照 金羊毛模式 一路狂奔不转弯 简单耿直的像个憨憨 倒也有几分可爱 索尼克的瞬移技能解锁了眼花缭乱效果 反派大boss也带有金凯瑞一贯的神经质作风 除了让孩子们开怀大笑之外 当年玩过游戏的人可以感慨爷青结了 而索尼克的孤独也会让人有共鸣   ,2
标准合家欢电影 和真人版 Pokemon 差不多的套路和水准 看一看缅怀当年还是不错 冲着片商愿意花钱改正之前的错误就值得我买票支持 ,3
砸瓦鲁多 ,4
特别无聊 还好没去影院,2
2020 3 15 实在太好看了吧真的现在能看到派拉蒙都感觉屈指可数了 这个索尼克又要变成了一个新的系列 索尼克是一个外星刺猬因为他拥有超能力被他们星球的人追保护他的人用戒指把他传到地球一个小镇他喜欢汤姆称呼他为 甜甜圈大王 但是他很孤独他不敢跟人们交际 有一天在棒球比赛结束后他自己自导自演却不小心产生电流把西北太平洋区域全部没电 国家就开始调查请来了蛋头博士追捕 索尼克在汤姆家准备逃跑却被汤姆发现用麻醉剂射中大腿 后来蛋头来了他家汤姆开车带索尼克出去 到了一个派对汤姆打电话的时候索尼克进派对里玩了把排队的人打起来逃走在路上被蛋头坦克袭击 索尼克旋转变成电球后来到了汤姆女朋友在旧金山的家 他们两一起带他去高楼被包围索尼克把他们两推下楼跑过长城巴黎打败把蛋头送往蘑菇星球种种迹象都表明还有第二部,4
金凯瑞加分  ,3
平淡,3
合家欢,3
片头和片尾的游戏动画都机动了 日常2D良心加一星 张学友的反派演得真好舞也美得说 ,4
还不错看 打发时间 ,4
金凯瑞不愧是金凯瑞 在电影院笑出猪叫 简直脚趾头都是戏 虽然有很多细节不能细想 但是把轻松搞笑做到极致出色也不在意其它了 sonic说他木有朋友hin寂寞 可人家游戏里也是有女朋友的哦,5
55 100 看James Marsden重回好莱坞商业大片还有点感动 Jim Carrey是个完美的选角 整部电影的创意都显露出二手货的感觉 友谊主题也叙述的马马虎虎 不过当喜剧看还算温情有趣 ,2
哈哈哈哈哈哈这它 是疯 索尼克8  ,4
2020 05 17   C键3 6倍速   Z正常      CHD,2
给老金一个面子,3
毫无亮点 平淡无奇 上次看这么难看的真人与动画结合电影还是 蓝精灵 ,2
相对索尼克的设定 地球上的生物全是渣 金 凯瑞饰演的博士在匹敌黑衣人的高科技包装下仅仅证明了自己的一无是处 是个神经不太正常的劣质反派 在鬼扯的剧情走势下 指环莫名其妙救场 人与外星生物轻而易举和谐而居 闪电侠快银那一套新奇感荡然无存 ,2
这片把钱都花在了蓝刺猬的超能力上去了 ,2
我很喜欢 刺猬超可爱 虽说预告片里几乎讲完了所有剧情 但简单的快乐流畅的说完也很棒啊 ,4
很俗很低幼 但我发现我接受这个设定之后 其他东西都很好玩 看起来很放松 一大优点是金凯瑞和各种不停的相声段子 优缺点或者很俗其实都不怕   只要有亮点我就能看 很多语言梗很好笑 ,4
单纯的合家欢带来了纯粹的愉悦 金凯瑞的神经刀八字胡无论何时都是亮点 CG部分也可能是快银solo化的理想范本 异类寻找归属的母题和同为游改的皮卡丘一脉相承 而索尼克做的显然要更有自知之明 更小的野心也带来了更为脚踏实地的观感 本来就没有多少料的原素材就该用这样浅显易懂的风格去实现自洽,4
剧情稍显简单 但是看着真high啊 当我看到开头SAGA的logo 就已经很激动了 可惜没在影院看 视觉效果非常好 大量动作戏从头到尾没冷场 可惜没什么创意 快银时间竟然在这部里用了两次 真就这么没创意了吗 金凯瑞全片mvp 蛋头博士估计续集会再次登场 这经典反派肯定不能用一次就扔了 彩蛋里塔尔斯也来到了地球 更想看续集了 求快拍 ,4
吼吼,3
CG重作和金凱瑞重回大螢幕讓這部片廣受關注 但就只是普通的粉絲向動畫片了 這種賣情懷的作品幾年內會踢到鐵板 最終亮點仍在金凱瑞 看到他的演出 甚是懷念 希望他加油 ,2
索尼克和男主还挺有CP感的,3
这剧本 不是拍给大人看的 给我们不老神颜小队长4星 金凯瑞也很可爱 上午看了 群山  下午看这个 才发现我一天之内看了两代镭射眼的电影 甜蜜的暑假 ,4
虽然对极速者的热爱无法阻挡 但贯穿始终的感受是  除了比卡丘 索尼克竟然也是毛绒绒的  另外 极速者可发挥的桥段太有局限性了 所有片子都是一个拍法 学学自杀小队严厉惩罚的脑洞吧 金凯瑞超抢镜   ٩ ˊᗜˋ  و   ,3
虽然对极速者的热爱无法阻挡 但贯穿始终的感受是  除了比卡丘 索尼克竟然也是毛绒绒的  另外 极速者可发挥的桥段太有局限性了 所有片子都是一个拍法 学学自杀小队严厉惩罚的脑洞吧 金凯瑞超抢镜   ٩ ˊᗜˋ  و   ,3
这剧本 不是拍给大人看的 给我们不老神颜小队长4星 金凯瑞也很可爱 上午看了 群山  下午看这个 才发现我一天之内看了两代镭射眼的电影 甜蜜的暑假 ,4
 个人而言 没有前怀加持 有点食之无味 但笑点还是有的 金凯瑞的部分还是值得缅怀他的经典表演的 其他部分 外星快银大冒险既视感 过于严重了 ,3
合家欢电影 没玩儿过游戏只是知道 索尼克的形象蛮可爱的 好多场景会联想到X战警里的快银 金凯利还是一如既往的肢体语言丰富面部肌肉发达 电影看的很放松 ,3
没什么亮点 但没烂到看不下去 就中规中矩爆米花片 修改后的角色模型还是怪怪的 果然我还是跟喜欢小狐狸 金凯利的演出非常惊艳 无厘头和夸张刚刚好到二次元的程度 他老人家不容易啊 故事搅进来的人类角色有点莫名其妙 就不能好好拍一部全3D CG吗,3
比大侦探皮卡丘还要平淡如水的剧情 只有金凯瑞的大反派有一点点意思 镭射眼真是越老越有型,3
台词很贫很搞笑,3
低成本搞成这样挺不错的,4
相对索尼克的设定 地球上的生物全是渣 金 凯瑞饰演的博士在匹敌黑衣人的高科技包装下仅仅证明了自己的一无是处 是个神经不太正常的劣质反派 在鬼扯的剧情走势下 指环莫名其妙救场 人与外星生物轻而易举和谐而居 闪电侠快银那一套新奇感荡然无存 ,2
金大叔成功抢镜  这两年越来越多昔日的二维卡通明星以毛茸茸的形象登上大荧幕 未来估计会有更多IP跟风效仿 说不定 松鼠兄弟  兔八哥 达菲鸭 HelloKitty snoopy 甚至是米老鼠 唐老鸭都有可能以CG的方式再火一把 ,3
其实剧情挺差的 胜在对索尼克的情怀 还有金凯瑞橡皮人的表演 虽然也没什么新意 再看在索尼克居然也是闪电侠粉丝的情况下 好吧,3
和儿子一起看的 超级可爱的SONIC 轻松搞笑 ,5
剧情过于普通 不过人物很可爱啦 另外本片让公众了解了 恐怖谷效应  对于人工智能的进步亦有贡献,4
特效还不错      ,3
这片把钱都花在了蓝刺猬的超能力上去了 ,2
金凱瑞的所有出鏡都能夠成爲表演教科書 ,4
CG重作和金凱瑞重回大螢幕讓這部片廣受關注 但就只是普通的粉絲向動畫片了 這種賣情懷的作品幾年內會踢到鐵板 最終亮點仍在金凱瑞 看到他的演出 甚是懷念 希望他加油 ,2
咳咳 激光眼改行当了个抓超速的交警 为了政治正确换了口味爱上黑妞 这个西部世界的副本开得有点平庸啊  金凯利重操旧业出演反派 剧情来讲没什么问题 节奏还是和游戏一样欢快 好吧 来谈谈人设  第一次见到椭圆瞳仁的 真人化 角色 迪士尼皮克斯都不会这么干 索尼克身上涂的发蜡可能是有点多 太僵硬了 幼年索尼克造型更是没眼看  好的真人化角色绝不是毛绒玩具塞进鞋子和手套  派拉蒙动画真的要学学 怪物工厂  金凯利演的博士 有空打理翘脚胡子和三七头 怎么能允许满脸的花白胡茬 都是熟脸演员 真怀念他们脸上没褶子的年代 就像怀念2D的索尼克在我的键盘上翻飞 ,3
竟然没认出来反派是金凯瑞 直到字幕出现 虽然特效成果看着有点假 但索尼克的人设竟然挺可爱的 ,3
一碗白开水,2
可以看出主创们拼命想将其打造成一部有趣的电影 然而并没有那么的有趣 ,3
双CP大战 叛逆青少年蓝刺猬 忠厚呆直男 vs 大反派金凯利 帅特工助手 还是蛮可爱的       ,4
确实很逗小孩子玩 但是今晚感觉小孩子也不喜欢 最后还是没心没肺的大人更喜欢 ,3
白期待了这么久,3
对小镇居民来说 金凯瑞干啥坏事了 为啥小镇居民都这么容易接受索尼克 那么多破坏就这样算了 为啥能躲子弹躲不了麻醉枪 以他速度能像过山车一样垂直转圈缺上不了楼顶 ,3
很无聊 很幼齿 幸亏把索尼克的造型改得好看点了 否则真的一无是处 游戏改编的电影 总是想尽办法把游戏元素往类型片里套 以至于游戏本身的趣味和魅力都被削足适履了  大侦探皮卡丘 起码有个神奇的宝可梦世界 这电影啥也没有,2
游戏ip改编电影 观感不如大侦探皮卡丘 索尼克特效形象重做加分不少 很萌 合家欢娱乐片 剧情太弱智了 超级速度的展现不如快银里面的时间暂停 ,2
动作设计真的太差了 完全拉低了这个片子的品质 也浪费了后来重新改的建模造型 ,3
对于索尼克成品没有像几个月前做成 猫 那个类型的我真的欣慰 还是挺可爱的 剧情很硬伤 循规蹈矩没有惊喜 最后谢谢我男神金凯瑞还能继续演喜剧,4
弱智到不忍直视   金凯瑞都救不回来 谁要看无聊人类那么多戏份啊 我的Tails宝贝最后才露了个脸,2
游戏角色一单大电影化厚注定要走可爱风格 剧情真的没啥好说的 许久不见的金凯瑞继续资金的搞怪路线 ,3
拯救了我的延误航班 索尼克人设还是蛮可爱的 就像身边的小朋友 变形汽车连续被索尼克损坏后下蛋追车战很惊艳 金凯瑞神经质的表演非常贴合怪诞科学家人设 青山小镇没什么不好 你只需要留在需要你的人的身边 大结局最后当然是天下武功唯快不破 ,4
我其实不喜欢 而且觉得拍的很差 除了索尼克外毫无看点 更不用说我这种没怎么玩过世嘉游戏的人 ,3
Another film that really doesn t need to be made ,2
难看死了 到处逻辑不自洽 笑点也尴尬 剧情又干又赶 要不是英文的你说是国产电影我也信 又一个大IP给毁了 比pikachu拍的还差,1
很标准的合家欢 至少在说话这件事儿上没有皮卡丘那么违和  在看完了 猛禽小队 之后这部的娱乐性已经是神清气爽级别了 索尼克的紧急整容非常管用 现在想想如果这个剧情配上最早预告中的那张脸 真的很邪典了   金 凯瑞的神经质表演算是给这个 超级刻板超级二次元 的大反派增加了点儿看头儿 结尾才露出了经典造型  这个金色环环是不是一位会魔法的医生送给你们的  就是有个小疑问 用索尼克的能量加速飞船没问题 就相当于神速力了 但是驾驶员并没有相应的反应能力啊 而且连飞船的罩子都是敞开的 除非说是那股能量也以某种形式改变了反派本身 比如相应的脑回路这种  索尼克的 孤独 也非常简简单单 脑补一下 应该和BVS里小闪的处境非常相似 ,3
太中二了 完全能想象中小学生看这部电影时的激动心情 小镇民众联合起来发声 Sonic因为友情从被打倒再到站起来放大招打败boss这些热血动漫戏码真是百看不厌 最后的像素动画也很可爱 但唯一让人出戏的是黑人女主 第一次真实感受到了好莱坞演员的尴尬演技 ,3
就很合家欢 很模板化 但是挺好看的,3
华纳换了第四批导演的闪电侠如果真的还能拍出来 也是比不上这部的 ,2
故事其实挺无聊的 不过久违的看到了金凯瑞的橡胶脸 ,3
我觉得挺可爱啊毛茸茸的Sonic 金凯瑞的那句get DRUNK真的是太有戏了   爆米花电影挺好了哈哈,4
索尼克是可爱的 金凯瑞演反派真的很真实 ,3
和去年那部 大侦探皮卡丘 属一丘之貉 再到更远一点的 像素大战  感觉这些片厂只是拿一个个极度程式化的烂剧本去套IP 而对日本文化 游戏文化没做任何深耕 市场证明这种盈利思维已经完败 很难看到一部电影里所有角色都如此令人生厌 蛋头博士不断吹嘘自己的高智商和高科技 却让索尼克在逃亡之旅中有空花天酒地 还在旅馆美美地睡了一觉 动作场面不断复刻 快银时刻  另外不断消费 黑衣人 等好莱坞自产自销的梗 许久不见挤眉弄眼的金 凯瑞 在这样质量的片子里回归实在令人遗憾 另 男主角取这名字是在致敬沃卓斯基姐妹吗 ,1
天下武功 唯快不功 ,2
2 5 索尼克再贫再贱些再黄暴些 闪电侠与小贱贱合体估计会更对胃口 但配合整个故事的低幼与占基利的造型 这种情况只能是YY下 与记忆中的游戏还是差距颇大 日系变成OEM的美式俗套 嗯 相比麦当劳肯德基 我还是更喜欢吉野家多些 ,3
没玩过这款游戏也没什么情怀 导致看起来就像在看一集 闪电侠  而且和 闪电侠 一样打温情牌 且看看续集又会怎么样发展吧 开头追捕索尼克的那些生物还是挺有意思的 ,3
金凯瑞承包了不少笑点 中规中矩合家欢电影 和皮卡丘类似 不过一根毛就 unlimited power 这个有点无解 单独加一星给大闹酒吧的那段 那么索尼可比快银还快 ,4
一般般吧 20 10 23,3
又土又毫无辨识度 和大侦探皮卡丘没有任何区别,1
emm,2
格局太小了 逻辑难自洽 确实低幼 失望 ,3
心太软看不了煽情戏总是要流眼泪 电影院全是小孩子  ,3
主角为什么非得是一堆长残的成年人   好好的拍儿童片不好么  脑残 ,2
刺猬索尼克作为一个几十年前的游戏角色 其最大卖点超音速能力在闪电快银等超英轮番表演过之后已经不再有新鲜感 想要卖萌又和片中 蓝色恶魔 的初始定位不符 再加上极其套路的故事框架 实在只是一部低龄向的游戏改编作品 仅有的亮点都来自金凯瑞扮演的大反派 ,3
索尼克的鞋 绿巨人的裤衩 我一直想知道是什么牌子的 ,2
灰常的OLDSCHOOL 不用动脑子 好像西部世界里的牛仔 布吉岛会不会有续集 喜欢刺猬变成爆炸头 ,3
这幼稚程度 叹为观止 wiz全家,1
纵然金凯瑞凭借自己精湛的演技 将一个并没有多少内涵的反派人物带来了不少笑点 也并没能使 刺猬索尼克 焕发新的生机 作为一部游戏改编电影 索尼克可谓是人尽皆知的 但在这部电影 乏善可陈的套路 以及缺乏逻辑性的剧情 都使电影仅局限在了一部合格爆米花片的范畴 ,3
黑妞丑到爆 为了所谓的政治正确 拉个贼难看的黑人立C位尬不尬 剩下的搞笑梗 插科打诨作为商业片堪称完美 BTW 全片充斥着子弹时间 用到爽 爆 烂,3
完全是为了金凯瑞看的 剧情弱智 最后的大决战非常尬 我估计这部片子的定位是小孩子 但小孩子他们知道索尼克吗 ,2
